"id","batch_id","room_code","room_id","room_title","kind","tool","name","acquisition_phase","acquisition_lane","priority_order","blocking_rule","source_status","content_status","source_path","source_directory","dropzone_readme","runtime_path","placement_target","runtime_policy","review_gate","handoff_check"
"harbor_registry_interactive_layer_desk_lamp","R05_C_interactive_runtime_layer","R05","harbor_registry","Harbor Registry","interactive_layer","paintover","Desk lamp","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/harbor_registry/desklamp.psd","art/src/backgrounds/act_i/interactive_layers/harbor_registry","art/src/backgrounds/act_i/interactive_layers/harbor_registry/README.md","game/rooms/harbor_registry/props/desklamp.png","game/rooms/harbor_registry/props/desklamp.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"harbor_registry_interactive_layer_kestrel_ledger","R05_C_interactive_runtime_layer","R05","harbor_registry","Harbor Registry","interactive_layer","paintover","Kestrel ledger","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/harbor_registry/kestrelledger.psd","art/src/backgrounds/act_i/interactive_layers/harbor_registry","art/src/backgrounds/act_i/interactive_layers/harbor_registry/README.md","game/rooms/harbor_registry/props/kestrelledger.png","game/rooms/harbor_registry/props/kestrelledger.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"harbor_registry_interactive_layer_registrar","R05_C_interactive_runtime_layer","R05","harbor_registry","Harbor Registry","interactive_layer","paintover","Registrar","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/harbor_registry/registrar.psd","art/src/backgrounds/act_i/interactive_layers/harbor_registry","art/src/backgrounds/act_i/interactive_layers/harbor_registry/README.md","game/rooms/harbor_registry/props/registrar.png","game/rooms/harbor_registry/props/registrar.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"harbor_registry_navigation_silhouette_salt_market","R05_D_navigation_readability_layer","R05","harbor_registry","Harbor Registry","navigation_silhouette","paintover","Salt Market","hold_for_room_approval","D_navigation_readability_layer","40","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/navigation_silhouettes/harbor_registry/tosaltmarket.psd","art/src/backgrounds/act_i/navigation_silhouettes/harbor_registry","art/src/backgrounds/act_i/navigation_silhouettes/harbor_registry/README.md","game/rooms/harbor_registry/background/harbor_registry_bg.png","game/rooms/harbor_registry/background/harbor_registry_bg.png","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","preserve existing exit metadata and walk-band readability"
"bone_chandler_meshy_source_model_bone_shelf_units","R06_A_meshy_helper_geometry","R06","bone_chandler","The Bone Chandler","meshy_source_model","Meshy","bone shelf units","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/bone_chandler/bone_shelf_units.glb","art/src/backgrounds/act_i/source_models/bone_chandler","art/src/backgrounds/act_i/source_models/bone_chandler/README.md","","art/src/backgrounds/act_i/blockouts/bone_chandler.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"bone_chandler_meshy_source_model_chess_set_scale_prop","R06_A_meshy_helper_geometry","R06","bone_chandler","The Bone Chandler","meshy_source_model","Meshy","chess set scale prop","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/bone_chandler/chess_set_scale_prop.glb","art/src/backgrounds/act_i/source_models/bone_chandler","art/src/backgrounds/act_i/source_models/bone_chandler/README.md","","art/src/backgrounds/act_i/blockouts/bone_chandler.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"bone_chandler_meshy_source_model_prosper_watch_display_block","R06_A_meshy_helper_geometry","R06","bone_chandler","The Bone Chandler","meshy_source_model","Meshy","Prosper watch display block","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/bone_chandler/prosper_watch_display_block.glb","art/src/backgrounds/act_i/source_models/bone_chandler","art/src/backgrounds/act_i/source_models/bone_chandler/README.md","","art/src/backgrounds/act_i/blockouts/bone_chandler.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"bone_chandler_meshy_source_model_trade_counter","R06_A_meshy_helper_geometry","R06","bone_chandler","The Bone Chandler","meshy_source_model","Meshy","trade counter","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/bone_chandler/trade_counter.glb","art/src/backgrounds/act_i/source_models/bone_chandler","art/src/backgrounds/act_i/source_models/bone_chandler/README.md","","art/src/backgrounds/act_i/blockouts/bone_chandler.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"bone_chandler_generated_reference_grime_texture","R06_B_reference_board","R06","bone_chandler","The Bone Chandler","generated_reference","imagegen","grime texture","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/bone_chandler/grime_texture.png","docs/art/reference/act_i/bone_chandler","docs/art/reference/act_i/bone_chandler/README.md","","docs/art/reference/act_i/bone_chandler","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"bone_chandler_generated_reference_ink_wash_edge_breakup","R06_B_reference_board","R06","bone_chandler","The Bone Chandler","generated_reference","imagegen","ink-wash edge breakup","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/bone_chandler/ink_wash_edge_breakup.png","docs/art/reference/act_i/bone_chandler","docs/art/reference/act_i/bone_chandler/README.md","","docs/art/reference/act_i/bone_chandler","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"bone_chandler_generated_reference_non_clickable_dressing_silhouettes","R06_B_reference_board","R06","bone_chandler","The Bone Chandler","generated_reference","imagegen","non-clickable dressing silhouettes","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/bone_chandler/non_clickable_dressing_silhouettes.png","docs/art/reference/act_i/bone_chandler","docs/art/reference/act_i/bone_chandler/README.md","","docs/art/reference/act_i/bone_chandler","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"bone_chandler_generated_reference_palette_safe_mood_reference","R06_B_reference_board","R06","bone_chandler","The Bone Chandler","generated_reference","imagegen","palette-safe mood reference","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/bone_chandler/palette_safe_mood_reference.png","docs/art/reference/act_i/bone_chandler","docs/art/reference/act_i/bone_chandler/README.md","","docs/art/reference/act_i/bone_chandler","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"bone_chandler_interactive_layer_prosper_s_watch","R06_C_interactive_runtime_layer","R06","bone_chandler","The Bone Chandler","interactive_layer","paintover","Prosper's watch","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/bone_chandler/prosperwatch.psd","art/src/backgrounds/act_i/interactive_layers/bone_chandler","art/src/backgrounds/act_i/interactive_layers/bone_chandler/README.md","game/rooms/bone_chandler/props/prosperwatch.png","game/rooms/bone_chandler/props/prosperwatch.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"bone_chandler_navigation_silhouette_almshouse","R06_D_navigation_readability_layer","R06","bone_chandler","The Bone Chandler","navigation_silhouette","paintover","Almshouse","hold_for_room_approval","D_navigation_readability_layer","40","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/navigation_silhouettes/bone_chandler/toalmshouse.psd","art/src/backgrounds/act_i/navigation_silhouettes/bone_chandler","art/src/backgrounds/act_i/navigation_silhouettes/bone_chandler/README.md","game/rooms/bone_chandler/background/bone_chandler_bg.png","game/rooms/bone_chandler/background/bone_chandler_bg.png","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","preserve existing exit metadata and walk-band readability"
"bone_chandler_navigation_silhouette_salt_market","R06_D_navigation_readability_layer","R06","bone_chandler","The Bone Chandler","navigation_silhouette","paintover","Salt Market","hold_for_room_approval","D_navigation_readability_layer","40","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/navigation_silhouettes/bone_chandler/tosaltmarket.psd","art/src/backgrounds/act_i/navigation_silhouettes/bone_chandler","art/src/backgrounds/act_i/navigation_silhouettes/bone_chandler/README.md","game/rooms/bone_chandler/background/bone_chandler_bg.png","game/rooms/bone_chandler/background/bone_chandler_bg.png","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","preserve existing exit metadata and walk-band readability"
"almshouse_meshy_source_model_cot_rows","R07_A_meshy_helper_geometry","R07","almshouse","The Almshouse","meshy_source_model","Meshy","cot rows","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/almshouse/cot_rows.glb","art/src/backgrounds/act_i/source_models/almshouse","art/src/backgrounds/act_i/source_models/almshouse/README.md","","art/src/backgrounds/act_i/blockouts/almshouse.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"almshouse_meshy_source_model_privacy_screens","R07_A_meshy_helper_geometry","R07","almshouse","The Almshouse","meshy_source_model","Meshy","privacy screens","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/almshouse/privacy_screens.glb","art/src/backgrounds/act_i/source_models/almshouse","art/src/backgrounds/act_i/source_models/almshouse/README.md","","art/src/backgrounds/act_i/blockouts/almshouse.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"almshouse_meshy_source_model_prosper_sitting_silhouette_block","R07_A_meshy_helper_geometry","R07","almshouse","The Almshouse","meshy_source_model","Meshy","Prosper sitting silhouette block","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/almshouse/prosper_sitting_silhouette_block.glb","art/src/backgrounds/act_i/source_models/almshouse","art/src/backgrounds/act_i/source_models/almshouse/README.md","","art/src/backgrounds/act_i/blockouts/almshouse.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"almshouse_meshy_source_model_window_frame","R07_A_meshy_helper_geometry","R07","almshouse","The Almshouse","meshy_source_model","Meshy","window frame","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/almshouse/window_frame.glb","art/src/backgrounds/act_i/source_models/almshouse","art/src/backgrounds/act_i/source_models/almshouse/README.md","","art/src/backgrounds/act_i/blockouts/almshouse.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"almshouse_generated_reference_grime_texture","R07_B_reference_board","R07","almshouse","The Almshouse","generated_reference","imagegen","grime texture","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/almshouse/grime_texture.png","docs/art/reference/act_i/almshouse","docs/art/reference/act_i/almshouse/README.md","","docs/art/reference/act_i/almshouse","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"almshouse_generated_reference_ink_wash_edge_breakup","R07_B_reference_board","R07","almshouse","The Almshouse","generated_reference","imagegen","ink-wash edge breakup","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/almshouse/ink_wash_edge_breakup.png","docs/art/reference/act_i/almshouse","docs/art/reference/act_i/almshouse/README.md","","docs/art/reference/act_i/almshouse","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"almshouse_generated_reference_non_clickable_dressing_silhouettes","R07_B_reference_board","R07","almshouse","The Almshouse","generated_reference","imagegen","non-clickable dressing silhouettes","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/almshouse/non_clickable_dressing_silhouettes.png","docs/art/reference/act_i/almshouse","docs/art/reference/act_i/almshouse/README.md","","docs/art/reference/act_i/almshouse","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"almshouse_generated_reference_palette_safe_mood_reference","R07_B_reference_board","R07","almshouse","The Almshouse","generated_reference","imagegen","palette-safe mood reference","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/almshouse/palette_safe_mood_reference.png","docs/art/reference/act_i/almshouse","docs/art/reference/act_i/almshouse/README.md","","docs/art/reference/act_i/almshouse","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"almshouse_interactive_layer_half_coin_prosper","R07_C_interactive_runtime_layer","R07","almshouse","The Almshouse","interactive_layer","paintover","Half-Coin Prosper","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/almshouse/halfcoinprosper.psd","art/src/backgrounds/act_i/interactive_layers/almshouse","art/src/backgrounds/act_i/interactive_layers/almshouse/README.md","game/rooms/almshouse/props/halfcoinprosper.png","game/rooms/almshouse/props/halfcoinprosper.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"almshouse_navigation_silhouette_bone_chandler","R07_D_navigation_readability_layer","R07","almshouse","The Almshouse","navigation_silhouette","paintover","Bone Chandler","hold_for_room_approval","D_navigation_readability_layer","40","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/navigation_silhouettes/almshouse/tobonechandler.psd","art/src/backgrounds/act_i/navigation_silhouettes/almshouse","art/src/backgrounds/act_i/navigation_silhouettes/almshouse/README.md","game/rooms/almshouse/background/almshouse_bg.png","game/rooms/almshouse/background/almshouse_bg.png","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","preserve existing exit metadata and walk-band readability"
"almshouse_navigation_silhouette_salt_market","R07_D_navigation_readability_layer","R07","almshouse","The Almshouse","navigation_silhouette","paintover","Salt Market","hold_for_room_approval","D_navigation_readability_layer","40","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/navigation_silhouettes/almshouse/tosaltmarket.psd","art/src/backgrounds/act_i/navigation_silhouettes/almshouse","art/src/backgrounds/act_i/navigation_silhouettes/almshouse/README.md","game/rooms/almshouse/background/almshouse_bg.png","game/rooms/almshouse/background/almshouse_bg.png","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","preserve existing exit metadata and walk-band readability"
"fish_hall_meshy_source_model_drain_grate","R08_A_meshy_helper_geometry","R08","fish_hall","The Fish Hall","meshy_source_model","Meshy","drain grate","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/fish_hall/drain_grate.glb","art/src/backgrounds/act_i/source_models/fish_hall","art/src/backgrounds/act_i/source_models/fish_hall/README.md","","art/src/backgrounds/act_i/blockouts/fish_hall.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"fish_hall_meshy_source_model_ice_table","R08_A_meshy_helper_geometry","R08","fish_hall","The Fish Hall","meshy_source_model","Meshy","ice table","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/fish_hall/ice_table.glb","art/src/backgrounds/act_i/source_models/fish_hall","art/src/backgrounds/act_i/source_models/fish_hall/README.md","","art/src/backgrounds/act_i/blockouts/fish_hall.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"fish_hall_meshy_source_model_tagged_body_table_silhouette","R08_A_meshy_helper_geometry","R08","fish_hall","The Fish Hall","meshy_source_model","Meshy","tagged body-table silhouette","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/fish_hall/tagged_body_table_silhouette.glb","art/src/backgrounds/act_i/source_models/fish_hall","art/src/backgrounds/act_i/source_models/fish_hall/README.md","","art/src/backgrounds/act_i/blockouts/fish_hall.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"fish_hall_meshy_source_model_visitor_book_stand","R08_A_meshy_helper_geometry","R08","fish_hall","The Fish Hall","meshy_source_model","Meshy","visitor book stand","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/fish_hall/visitor_book_stand.glb","art/src/backgrounds/act_i/source_models/fish_hall","art/src/backgrounds/act_i/source_models/fish_hall/README.md","","art/src/backgrounds/act_i/blockouts/fish_hall.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"fish_hall_generated_reference_grime_texture","R08_B_reference_board","R08","fish_hall","The Fish Hall","generated_reference","imagegen","grime texture","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/fish_hall/grime_texture.png","docs/art/reference/act_i/fish_hall","docs/art/reference/act_i/fish_hall/README.md","","docs/art/reference/act_i/fish_hall","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"fish_hall_generated_reference_ink_wash_edge_breakup","R08_B_reference_board","R08","fish_hall","The Fish Hall","generated_reference","imagegen","ink-wash edge breakup","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/fish_hall/ink_wash_edge_breakup.png","docs/art/reference/act_i/fish_hall","docs/art/reference/act_i/fish_hall/README.md","","docs/art/reference/act_i/fish_hall","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"fish_hall_generated_reference_non_clickable_dressing_silhouettes","R08_B_reference_board","R08","fish_hall","The Fish Hall","generated_reference","imagegen","non-clickable dressing silhouettes","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/fish_hall/non_clickable_dressing_silhouettes.png","docs/art/reference/act_i/fish_hall","docs/art/reference/act_i/fish_hall/README.md","","docs/art/reference/act_i/fish_hall","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"fish_hall_generated_reference_palette_safe_mood_reference","R08_B_reference_board","R08","fish_hall","The Fish Hall","generated_reference","imagegen","palette-safe mood reference","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/fish_hall/palette_safe_mood_reference.png","docs/art/reference/act_i/fish_hall","docs/art/reference/act_i/fish_hall/README.md","","docs/art/reference/act_i/fish_hall","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"fish_hall_interactive_layer_coroner_tag","R08_C_interactive_runtime_layer","R08","fish_hall","The Fish Hall","interactive_layer","paintover","Coroner tag","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/fish_hall/coronertag.psd","art/src/backgrounds/act_i/interactive_layers/fish_hall","art/src/backgrounds/act_i/interactive_layers/fish_hall/README.md","game/rooms/fish_hall/props/coronertag.png","game/rooms/fish_hall/props/coronertag.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"fish_hall_interactive_layer_drain","R08_C_interactive_runtime_layer","R08","fish_hall","The Fish Hall","interactive_layer","paintover","Drain","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/fish_hall/drain.psd","art/src/backgrounds/act_i/interactive_layers/fish_hall","art/src/backgrounds/act_i/interactive_layers/fish_hall/README.md","game/rooms/fish_hall/props/drain.png","game/rooms/fish_hall/props/drain.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"fish_hall_interactive_layer_visitor_book","R08_C_interactive_runtime_layer","R08","fish_hall","The Fish Hall","interactive_layer","paintover","Visitor book","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/fish_hall/visitorbook.psd","art/src/backgrounds/act_i/interactive_layers/fish_hall","art/src/backgrounds/act_i/interactive_layers/fish_hall/README.md","game/rooms/fish_hall/props/visitorbook.png","game/rooms/fish_hall/props/visitorbook.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"fish_hall_navigation_silhouette_salt_market","R08_D_navigation_readability_layer","R08","fish_hall","The Fish Hall","navigation_silhouette","paintover","Salt Market","hold_for_room_approval","D_navigation_readability_layer","40","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/navigation_silhouettes/fish_hall/tosaltmarket.psd","art/src/backgrounds/act_i/navigation_silhouettes/fish_hall","art/src/backgrounds/act_i/navigation_silhouettes/fish_hall/README.md","game/rooms/fish_hall/background/fish_hall_bg.png","game/rooms/fish_hall/background/fish_hall_bg.png","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","preserve existing exit metadata and walk-band readability"
"church_of_the_drowned_meshy_source_model_church_ledger_desk","R09_A_meshy_helper_geometry","R09","church_of_the_drowned","Church of the Drowned","meshy_source_model","Meshy","Church ledger desk","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/church_of_the_drowned/church_ledger_desk.glb","art/src/backgrounds/act_i/source_models/church_of_the_drowned","art/src/backgrounds/act_i/source_models/church_of_the_drowned/README.md","","art/src/backgrounds/act_i/blockouts/church_of_the_drowned.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"church_of_the_drowned_meshy_source_model_confession_booth","R09_A_meshy_helper_geometry","R09","church_of_the_drowned","Church of the Drowned","meshy_source_model","Meshy","confession booth","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/church_of_the_drowned/confession_booth.glb","art/src/backgrounds/act_i/source_models/church_of_the_drowned","art/src/backgrounds/act_i/source_models/church_of_the_drowned/README.md","","art/src/backgrounds/act_i/blockouts/church_of_the_drowned.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"church_of_the_drowned_meshy_source_model_green_lamp_housings","R09_A_meshy_helper_geometry","R09","church_of_the_drowned","Church of the Drowned","meshy_source_model","Meshy","green lamp housings","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/church_of_the_drowned/green_lamp_housings.glb","art/src/backgrounds/act_i/source_models/church_of_the_drowned","art/src/backgrounds/act_i/source_models/church_of_the_drowned/README.md","","art/src/backgrounds/act_i/blockouts/church_of_the_drowned.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"church_of_the_drowned_meshy_source_model_receipt_window","R09_A_meshy_helper_geometry","R09","church_of_the_drowned","Church of the Drowned","meshy_source_model","Meshy","receipt window","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/church_of_the_drowned/receipt_window.glb","art/src/backgrounds/act_i/source_models/church_of_the_drowned","art/src/backgrounds/act_i/source_models/church_of_the_drowned/README.md","","art/src/backgrounds/act_i/blockouts/church_of_the_drowned.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"church_of_the_drowned_generated_reference_institutional_absinthe_green_light","R09_B_reference_board","R09","church_of_the_drowned","Church of the Drowned","generated_reference","imagegen","institutional absinthe-green light","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/church_of_the_drowned/institutional_absinthe_green_light.png","docs/art/reference/act_i/church_of_the_drowned","docs/art/reference/act_i/church_of_the_drowned/README.md","","docs/art/reference/act_i/church_of_the_drowned","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"church_of_the_drowned_generated_reference_paper_bureaucracy_texture","R09_B_reference_board","R09","church_of_the_drowned","Church of the Drowned","generated_reference","imagegen","paper bureaucracy texture","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/church_of_the_drowned/paper_bureaucracy_texture.png","docs/art/reference/act_i/church_of_the_drowned","docs/art/reference/act_i/church_of_the_drowned/README.md","","docs/art/reference/act_i/church_of_the_drowned","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"church_of_the_drowned_generated_reference_wet_stone_grime","R09_B_reference_board","R09","church_of_the_drowned","Church of the Drowned","generated_reference","imagegen","wet stone grime","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/church_of_the_drowned/wet_stone_grime.png","docs/art/reference/act_i/church_of_the_drowned","docs/art/reference/act_i/church_of_the_drowned/README.md","","docs/art/reference/act_i/church_of_the_drowned","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
