"id","room_code","room_id","kind","name","tool","status","source_path","runtime_path","prompt","negative_prompt","output_contract"
"salt_market_interactive_layer_crowd","R03","salt_market","interactive_layer","Crowd","paintover","pending","art/src/backgrounds/act_i/interactive_layers/salt_market/marketcrowd.psd","game/rooms/salt_market/props/marketcrowd.png","Paint a separate interactive layer for Salt Market on Isla Mordida: Crowd, centered near 960, 760. It must read at 1920x1080, align to the existing hotspot, and remain separable from the baked background because roles [confession_source, item_reward] touch game logic. Transparent background, clean silhouette, palette-audited, no coordinate drift. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","merged into background only, moved hotspot center, decorative ambiguity, extra interactable-looking clutter, explicit sexual content, arterial red without approval","Source stays at art/src/backgrounds/act_i/interactive_layers/salt_market/marketcrowd.psd; runtime export target is game/rooms/salt_market/props/marketcrowd.png. Keep Godot hotspot metadata authoritative."
"salt_market_navigation_silhouette_registry","R03","salt_market","navigation_silhouette","Registry","paintover","pending","art/src/backgrounds/act_i/navigation_silhouettes/salt_market/toregistry.psd","game/rooms/salt_market/background/salt_market_bg.png","Paint navigation readability for Salt Market on Isla Mordida exit: Registry, near 520, 650. Preserve existing Godot exit metadata and make the destination silhouette legible without adding a separate puzzle object. Integrate into the room paintover and keep walk-band readability intact. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","new route, moved exit, blocked walk band, clickable-looking non-exit clutter, full generated background, explicit sexual content","Paintover source note at art/src/backgrounds/act_i/navigation_silhouettes/salt_market/toregistry.psd; final visibility is in game/rooms/salt_market/background/salt_market_bg.png. Regenerate hotspot map if coordinates change."
"salt_market_navigation_silhouette_church","R03","salt_market","navigation_silhouette","Church","paintover","pending","art/src/backgrounds/act_i/navigation_silhouettes/salt_market/tochurch.psd","game/rooms/salt_market/background/salt_market_bg.png","Paint navigation readability for Salt Market on Isla Mordida exit: Church, near 1660, 650. Preserve existing Godot exit metadata and make the destination silhouette legible without adding a separate puzzle object. Integrate into the room paintover and keep walk-band readability intact. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","new route, moved exit, blocked walk band, clickable-looking non-exit clutter, full generated background, explicit sexual content","Paintover source note at art/src/backgrounds/act_i/navigation_silhouettes/salt_market/tochurch.psd; final visibility is in game/rooms/salt_market/background/salt_market_bg.png. Regenerate hotspot map if coordinates change."
"salt_market_navigation_silhouette_bone_chandler","R03","salt_market","navigation_silhouette","Bone Chandler","paintover","pending","art/src/backgrounds/act_i/navigation_silhouettes/salt_market/tochandler.psd","game/rooms/salt_market/background/salt_market_bg.png","Paint navigation readability for Salt Market on Isla Mordida exit: Bone Chandler, near 820, 655. Preserve existing Godot exit metadata and make the destination silhouette legible without adding a separate puzzle object. Integrate into the room paintover and keep walk-band readability intact. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","new route, moved exit, blocked walk band, clickable-looking non-exit clutter, full generated background, explicit sexual content","Paintover source note at art/src/backgrounds/act_i/navigation_silhouettes/salt_market/tochandler.psd; final visibility is in game/rooms/salt_market/background/salt_market_bg.png. Regenerate hotspot map if coordinates change."
"salt_market_navigation_silhouette_almshouse","R03","salt_market","navigation_silhouette","Almshouse","paintover","pending","art/src/backgrounds/act_i/navigation_silhouettes/salt_market/toalmshouse.psd","game/rooms/salt_market/background/salt_market_bg.png","Paint navigation readability for Salt Market on Isla Mordida exit: Almshouse, near 1120, 655. Preserve existing Godot exit metadata and make the destination silhouette legible without adding a separate puzzle object. Integrate into the room paintover and keep walk-band readability intact. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","new route, moved exit, blocked walk band, clickable-looking non-exit clutter, full generated background, explicit sexual content","Paintover source note at art/src/backgrounds/act_i/navigation_silhouettes/salt_market/toalmshouse.psd; final visibility is in game/rooms/salt_market/background/salt_market_bg.png. Regenerate hotspot map if coordinates change."
"salt_market_navigation_silhouette_fish_hall","R03","salt_market","navigation_silhouette","Fish Hall","paintover","pending","art/src/backgrounds/act_i/navigation_silhouettes/salt_market/tofishhall.psd","game/rooms/salt_market/background/salt_market_bg.png","Paint navigation readability for Salt Market on Isla Mordida exit: Fish Hall, near 1390, 655. Preserve existing Godot exit metadata and make the destination silhouette legible without adding a separate puzzle object. Integrate into the room paintover and keep walk-band readability intact. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","new route, moved exit, blocked walk band, clickable-looking non-exit clutter, full generated background, explicit sexual content","Paintover source note at art/src/backgrounds/act_i/navigation_silhouettes/salt_market/tofishhall.psd; final visibility is in game/rooms/salt_market/background/salt_market_bg.png. Regenerate hotspot map if coordinates change."
"salt_market_navigation_silhouette_old_quay","R03","salt_market","navigation_silhouette","Old Quay","paintover","pending","art/src/backgrounds/act_i/navigation_silhouettes/salt_market/tooldquay.psd","game/rooms/salt_market/background/salt_market_bg.png","Paint navigation readability for Salt Market on Isla Mordida exit: Old Quay, near 180, 740. Preserve existing Godot exit metadata and make the destination silhouette legible without adding a separate puzzle object. Integrate into the room paintover and keep walk-band readability intact. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","new route, moved exit, blocked walk band, clickable-looking non-exit clutter, full generated background, explicit sexual content","Paintover source note at art/src/backgrounds/act_i/navigation_silhouettes/salt_market/tooldquay.psd; final visibility is in game/rooms/salt_market/background/salt_market_bg.png. Regenerate hotspot map if coordinates change."
"harbor_registry_meshy_source_model_registrar_desk","R05","harbor_registry","meshy_source_model","Registrar desk","Meshy","pending","art/src/backgrounds/act_i/source_models/harbor_registry/registrar_desk.glb","","Create a single reusable 3D source prop for Harbor Registry on Isla Mordida: Registrar desk. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/harbor_registry/registrar_desk.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"harbor_registry_meshy_source_model_ledger_stacks","R05","harbor_registry","meshy_source_model","ledger stacks","Meshy","pending","art/src/backgrounds/act_i/source_models/harbor_registry/ledger_stacks.glb","","Create a single reusable 3D source prop for Harbor Registry on Isla Mordida: ledger stacks. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/harbor_registry/ledger_stacks.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"harbor_registry_meshy_source_model_roll_book_lectern","R05","harbor_registry","meshy_source_model","roll book lectern","Meshy","pending","art/src/backgrounds/act_i/source_models/harbor_registry/roll_book_lectern.glb","","Create a single reusable 3D source prop for Harbor Registry on Isla Mordida: roll book lectern. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/harbor_registry/roll_book_lectern.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"harbor_registry_meshy_source_model_window_frame","R05","harbor_registry","meshy_source_model","window frame","Meshy","pending","art/src/backgrounds/act_i/source_models/harbor_registry/window_frame.glb","","Create a single reusable 3D source prop for Harbor Registry on Isla Mordida: window frame. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/harbor_registry/window_frame.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"harbor_registry_generated_reference_grime_texture","R05","harbor_registry","generated_reference","grime texture","imagegen","pending","docs/art/reference/act_i/harbor_registry/grime_texture.png","","Reference image only for Harbor Registry on Isla Mordida: grime texture. Produce a mood/texture/silhouette reference board for an ink-and-wash noir point-and-click background. Keep it non-final and non-layout-authoritative. Emphasize material, edge breakup, lighting feel, and palette-safe dressing ideas. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","finished game background, full room plate, new hotspot layout, text UI, readable signage that must become canon, explicit sexual content, arterial red, photorealism","Save reference image to docs/art/reference/act_i/harbor_registry/grime_texture.png. Use only as paintover reference; do not import directly as a final background plate."
"harbor_registry_generated_reference_ink_wash_edge_breakup","R05","harbor_registry","generated_reference","ink-wash edge breakup","imagegen","pending","docs/art/reference/act_i/harbor_registry/ink_wash_edge_breakup.png","","Reference image only for Harbor Registry on Isla Mordida: ink-wash edge breakup. Produce a mood/texture/silhouette reference board for an ink-and-wash noir point-and-click background. Keep it non-final and non-layout-authoritative. Emphasize material, edge breakup, lighting feel, and palette-safe dressing ideas. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","finished game background, full room plate, new hotspot layout, text UI, readable signage that must become canon, explicit sexual content, arterial red, photorealism","Save reference image to docs/art/reference/act_i/harbor_registry/ink_wash_edge_breakup.png. Use only as paintover reference; do not import directly as a final background plate."
"harbor_registry_generated_reference_palette_safe_mood_reference","R05","harbor_registry","generated_reference","palette-safe mood reference","imagegen","pending","docs/art/reference/act_i/harbor_registry/palette_safe_mood_reference.png","","Reference image only for Harbor Registry on Isla Mordida: palette-safe mood reference. Produce a mood/texture/silhouette reference board for an ink-and-wash noir point-and-click background. Keep it non-final and non-layout-authoritative. Emphasize material, edge breakup, lighting feel, and palette-safe dressing ideas. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","finished game background, full room plate, new hotspot layout, text UI, readable signage that must become canon, explicit sexual content, arterial red, photorealism","Save reference image to docs/art/reference/act_i/harbor_registry/palette_safe_mood_reference.png. Use only as paintover reference; do not import directly as a final background plate."
"harbor_registry_generated_reference_non_clickable_dressing_silhouettes","R05","harbor_registry","generated_reference","non-clickable dressing silhouettes","imagegen","pending","docs/art/reference/act_i/harbor_registry/non_clickable_dressing_silhouettes.png","","Reference image only for Harbor Registry on Isla Mordida: non-clickable dressing silhouettes. Produce a mood/texture/silhouette reference board for an ink-and-wash noir point-and-click background. Keep it non-final and non-layout-authoritative. Emphasize material, edge breakup, lighting feel, and palette-safe dressing ideas. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","finished game background, full room plate, new hotspot layout, text UI, readable signage that must become canon, explicit sexual content, arterial red, photorealism","Save reference image to docs/art/reference/act_i/harbor_registry/non_clickable_dressing_silhouettes.png. Use only as paintover reference; do not import directly as a final background plate."
"harbor_registry_interactive_layer_kestrel_ledger","R05","harbor_registry","interactive_layer","Kestrel ledger","paintover","pending","art/src/backgrounds/act_i/interactive_layers/harbor_registry/kestrelledger.psd","game/rooms/harbor_registry/props/kestrelledger.png","Paint a separate interactive layer for Harbor Registry on Isla Mordida: Kestrel ledger, centered near 1220, 610. It must read at 1920x1080, align to the existing hotspot, and remain separable from the baked background because roles [blocked_feedback, confession_source, item_reward, gated] touch game logic. Transparent background, clean silhouette, palette-audited, no coordinate drift. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","merged into background only, moved hotspot center, decorative ambiguity, extra interactable-looking clutter, explicit sexual content, arterial red without approval","Source stays at art/src/backgrounds/act_i/interactive_layers/harbor_registry/kestrelledger.psd; runtime export target is game/rooms/harbor_registry/props/kestrelledger.png. Keep Godot hotspot metadata authoritative."
"harbor_registry_interactive_layer_desk_lamp","R05","harbor_registry","interactive_layer","Desk lamp","paintover","pending","art/src/backgrounds/act_i/interactive_layers/harbor_registry/desklamp.psd","game/rooms/harbor_registry/props/desklamp.png","Paint a separate interactive layer for Harbor Registry on Isla Mordida: Desk lamp, centered near 890, 650. It must read at 1920x1080, align to the existing hotspot, and remain separable from the baked background because roles [wet_verb] touch game logic. Transparent background, clean silhouette, palette-audited, no coordinate drift. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","merged into background only, moved hotspot center, decorative ambiguity, extra interactable-looking clutter, explicit sexual content, arterial red without approval","Source stays at art/src/backgrounds/act_i/interactive_layers/harbor_registry/desklamp.psd; runtime export target is game/rooms/harbor_registry/props/desklamp.png. Keep Godot hotspot metadata authoritative."
"harbor_registry_interactive_layer_registrar","R05","harbor_registry","interactive_layer","Registrar","paintover","pending","art/src/backgrounds/act_i/interactive_layers/harbor_registry/registrar.psd","game/rooms/harbor_registry/props/registrar.png","Paint a separate interactive layer for Harbor Registry on Isla Mordida: Registrar, centered near 980, 690. It must read at 1920x1080, align to the existing hotspot, and remain separable from the baked background because roles [duel, blocked_feedback, item_reward, gated] touch game logic. Transparent background, clean silhouette, palette-audited, no coordinate drift. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","merged into background only, moved hotspot center, decorative ambiguity, extra interactable-looking clutter, explicit sexual content, arterial red without approval","Source stays at art/src/backgrounds/act_i/interactive_layers/harbor_registry/registrar.psd; runtime export target is game/rooms/harbor_registry/props/registrar.png. Keep Godot hotspot metadata authoritative."
"harbor_registry_navigation_silhouette_salt_market","R05","harbor_registry","navigation_silhouette","Salt Market","paintover","pending","art/src/backgrounds/act_i/navigation_silhouettes/harbor_registry/tosaltmarket.psd","game/rooms/harbor_registry/background/harbor_registry_bg.png","Paint navigation readability for Harbor Registry on Isla Mordida exit: Salt Market, near 180, 740. Preserve existing Godot exit metadata and make the destination silhouette legible without adding a separate puzzle object. Integrate into the room paintover and keep walk-band readability intact. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","new route, moved exit, blocked walk band, clickable-looking non-exit clutter, full generated background, explicit sexual content","Paintover source note at art/src/backgrounds/act_i/navigation_silhouettes/harbor_registry/tosaltmarket.psd; final visibility is in game/rooms/harbor_registry/background/harbor_registry_bg.png. Regenerate hotspot map if coordinates change."
"bone_chandler_meshy_source_model_bone_shelf_units","R06","bone_chandler","meshy_source_model","bone shelf units","Meshy","pending","art/src/backgrounds/act_i/source_models/bone_chandler/bone_shelf_units.glb","","Create a single reusable 3D source prop for The Bone Chandler on Isla Mordida: bone shelf units. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/bone_chandler/bone_shelf_units.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"bone_chandler_meshy_source_model_trade_counter","R06","bone_chandler","meshy_source_model","trade counter","Meshy","pending","art/src/backgrounds/act_i/source_models/bone_chandler/trade_counter.glb","","Create a single reusable 3D source prop for The Bone Chandler on Isla Mordida: trade counter. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/bone_chandler/trade_counter.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"bone_chandler_meshy_source_model_chess_set_scale_prop","R06","bone_chandler","meshy_source_model","chess set scale prop","Meshy","pending","art/src/backgrounds/act_i/source_models/bone_chandler/chess_set_scale_prop.glb","","Create a single reusable 3D source prop for The Bone Chandler on Isla Mordida: chess set scale prop. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/bone_chandler/chess_set_scale_prop.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"bone_chandler_meshy_source_model_prosper_watch_display_block","R06","bone_chandler","meshy_source_model","Prosper watch display block","Meshy","pending","art/src/backgrounds/act_i/source_models/bone_chandler/prosper_watch_display_block.glb","","Create a single reusable 3D source prop for The Bone Chandler on Isla Mordida: Prosper watch display block. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/bone_chandler/prosper_watch_display_block.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"bone_chandler_generated_reference_grime_texture","R06","bone_chandler","generated_reference","grime texture","imagegen","pending","docs/art/reference/act_i/bone_chandler/grime_texture.png","","Reference image only for The Bone Chandler on Isla Mordida: grime texture. Produce a mood/texture/silhouette reference board for an ink-and-wash noir point-and-click background. Keep it non-final and non-layout-authoritative. Emphasize material, edge breakup, lighting feel, and palette-safe dressing ideas. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","finished game background, full room plate, new hotspot layout, text UI, readable signage that must become canon, explicit sexual content, arterial red, photorealism","Save reference image to docs/art/reference/act_i/bone_chandler/grime_texture.png. Use only as paintover reference; do not import directly as a final background plate."
"bone_chandler_generated_reference_ink_wash_edge_breakup","R06","bone_chandler","generated_reference","ink-wash edge breakup","imagegen","pending","docs/art/reference/act_i/bone_chandler/ink_wash_edge_breakup.png","","Reference image only for The Bone Chandler on Isla Mordida: ink-wash edge breakup. Produce a mood/texture/silhouette reference board for an ink-and-wash noir point-and-click background. Keep it non-final and non-layout-authoritative. Emphasize material, edge breakup, lighting feel, and palette-safe dressing ideas. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","finished game background, full room plate, new hotspot layout, text UI, readable signage that must become canon, explicit sexual content, arterial red, photorealism","Save reference image to docs/art/reference/act_i/bone_chandler/ink_wash_edge_breakup.png. Use only as paintover reference; do not import directly as a final background plate."
"bone_chandler_generated_reference_palette_safe_mood_reference","R06","bone_chandler","generated_reference","palette-safe mood reference","imagegen","pending","docs/art/reference/act_i/bone_chandler/palette_safe_mood_reference.png","","Reference image only for The Bone Chandler on Isla Mordida: palette-safe mood reference. Produce a mood/texture/silhouette reference board for an ink-and-wash noir point-and-click background. Keep it non-final and non-layout-authoritative. Emphasize material, edge breakup, lighting feel, and palette-safe dressing ideas. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","finished game background, full room plate, new hotspot layout, text UI, readable signage that must become canon, explicit sexual content, arterial red, photorealism","Save reference image to docs/art/reference/act_i/bone_chandler/palette_safe_mood_reference.png. Use only as paintover reference; do not import directly as a final background plate."
"bone_chandler_generated_reference_non_clickable_dressing_silhouettes","R06","bone_chandler","generated_reference","non-clickable dressing silhouettes","imagegen","pending","docs/art/reference/act_i/bone_chandler/non_clickable_dressing_silhouettes.png","","Reference image only for The Bone Chandler on Isla Mordida: non-clickable dressing silhouettes. Produce a mood/texture/silhouette reference board for an ink-and-wash noir point-and-click background. Keep it non-final and non-layout-authoritative. Emphasize material, edge breakup, lighting feel, and palette-safe dressing ideas. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","finished game background, full room plate, new hotspot layout, text UI, readable signage that must become canon, explicit sexual content, arterial red, photorealism","Save reference image to docs/art/reference/act_i/bone_chandler/non_clickable_dressing_silhouettes.png. Use only as paintover reference; do not import directly as a final background plate."
"bone_chandler_interactive_layer_prosper_s_watch","R06","bone_chandler","interactive_layer","Prosper's watch","paintover","pending","art/src/backgrounds/act_i/interactive_layers/bone_chandler/prosperwatch.psd","game/rooms/bone_chandler/props/prosperwatch.png","Paint a separate interactive layer for The Bone Chandler on Isla Mordida: Prosper's watch, centered near 1010, 700. It must read at 1920x1080, align to the existing hotspot, and remain separable from the baked background because roles [blocked_feedback, item_reward, gated] touch game logic. Transparent background, clean silhouette, palette-audited, no coordinate drift. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","merged into background only, moved hotspot center, decorative ambiguity, extra interactable-looking clutter, explicit sexual content, arterial red without approval","Source stays at art/src/backgrounds/act_i/interactive_layers/bone_chandler/prosperwatch.psd; runtime export target is game/rooms/bone_chandler/props/prosperwatch.png. Keep Godot hotspot metadata authoritative."
"bone_chandler_navigation_silhouette_almshouse","R06","bone_chandler","navigation_silhouette","Almshouse","paintover","pending","art/src/backgrounds/act_i/navigation_silhouettes/bone_chandler/toalmshouse.psd","game/rooms/bone_chandler/background/bone_chandler_bg.png","Paint navigation readability for The Bone Chandler on Isla Mordida exit: Almshouse, near 1700, 730. Preserve existing Godot exit metadata and make the destination silhouette legible without adding a separate puzzle object. Integrate into the room paintover and keep walk-band readability intact. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","new route, moved exit, blocked walk band, clickable-looking non-exit clutter, full generated background, explicit sexual content","Paintover source note at art/src/backgrounds/act_i/navigation_silhouettes/bone_chandler/toalmshouse.psd; final visibility is in game/rooms/bone_chandler/background/bone_chandler_bg.png. Regenerate hotspot map if coordinates change."
"bone_chandler_navigation_silhouette_salt_market","R06","bone_chandler","navigation_silhouette","Salt Market","paintover","pending","art/src/backgrounds/act_i/navigation_silhouettes/bone_chandler/tosaltmarket.psd","game/rooms/bone_chandler/background/bone_chandler_bg.png","Paint navigation readability for The Bone Chandler on Isla Mordida exit: Salt Market, near 180, 740. Preserve existing Godot exit metadata and make the destination silhouette legible without adding a separate puzzle object. Integrate into the room paintover and keep walk-band readability intact. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","new route, moved exit, blocked walk band, clickable-looking non-exit clutter, full generated background, explicit sexual content","Paintover source note at art/src/backgrounds/act_i/navigation_silhouettes/bone_chandler/tosaltmarket.psd; final visibility is in game/rooms/bone_chandler/background/bone_chandler_bg.png. Regenerate hotspot map if coordinates change."
"almshouse_meshy_source_model_cot_rows","R07","almshouse","meshy_source_model","cot rows","Meshy","pending","art/src/backgrounds/act_i/source_models/almshouse/cot_rows.glb","","Create a single reusable 3D source prop for The Almshouse on Isla Mordida: cot rows. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/almshouse/cot_rows.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
