"id","room_code","room_id","name","source_path","content_status","generation_status","estimated_preview_credits","estimated_refine_credits","prompt","negative_prompt","output_contract"
"church_of_the_drowned_meshy_source_model_receipt_window","R09","church_of_the_drowned","receipt window","art/src/backgrounds/act_i/source_models/church_of_the_drowned/receipt_window.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Church of the Drowned on Isla Mordida: receipt window. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/church_of_the_drowned/receipt_window.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"grey_float_meshy_source_model_barge_wall_ribs","R10","grey_float","barge wall ribs","art/src/backgrounds/act_i/source_models/grey_float/barge_wall_ribs.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Grey Float on Isla Mordida: barge wall ribs. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/grey_float/barge_wall_ribs.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"grey_float_meshy_source_model_bathhouse_railings","R10","grey_float","bathhouse railings","art/src/backgrounds/act_i/source_models/grey_float/bathhouse_railings.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Grey Float on Isla Mordida: bathhouse railings. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/grey_float/bathhouse_railings.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"grey_float_meshy_source_model_lamp_clusters","R10","grey_float","lamp clusters","art/src/backgrounds/act_i/source_models/grey_float/lamp_clusters.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Grey Float on Isla Mordida: lamp clusters. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/grey_float/lamp_clusters.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"grey_float_meshy_source_model_steam_screen_partitions","R10","grey_float","steam-screen partitions","art/src/backgrounds/act_i/source_models/grey_float/steam_screen_partitions.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Grey Float on Isla Mordida: steam-screen partitions. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/grey_float/steam_screen_partitions.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"harbormaster_office_meshy_source_model_checklist_board","R11","harbormaster_office","checklist board","art/src/backgrounds/act_i/source_models/harbormaster_office/checklist_board.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Harbormaster's Office on Isla Mordida: checklist board. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/harbormaster_office/checklist_board.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"harbormaster_office_meshy_source_model_filing_wall","R11","harbormaster_office","filing wall","art/src/backgrounds/act_i/source_models/harbormaster_office/filing_wall.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Harbormaster's Office on Isla Mordida: filing wall. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/harbormaster_office/filing_wall.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"harbormaster_office_meshy_source_model_frosted_glass_door","R11","harbormaster_office","frosted glass door","art/src/backgrounds/act_i/source_models/harbormaster_office/frosted_glass_door.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Harbormaster's Office on Isla Mordida: frosted glass door. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/harbormaster_office/frosted_glass_door.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"harbormaster_office_meshy_source_model_office_desk","R11","harbormaster_office","office desk","art/src/backgrounds/act_i/source_models/harbormaster_office/office_desk.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Harbormaster's Office on Isla Mordida: office desk. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/harbormaster_office/office_desk.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"sabine_office_meshy_source_model_persian_rug_plane","R12","sabine_office","Persian rug plane","art/src/backgrounds/act_i/source_models/sabine_office/persian_rug_plane.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Sabine's Office on Isla Mordida: Persian rug plane. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/sabine_office/persian_rug_plane.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"sabine_office_meshy_source_model_sabine_desk","R12","sabine_office","Sabine desk","art/src/backgrounds/act_i/source_models/sabine_office/sabine_desk.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Sabine's Office on Isla Mordida: Sabine desk. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/sabine_office/sabine_desk.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"sabine_office_meshy_source_model_window_frame","R12","sabine_office","window frame","art/src/backgrounds/act_i/source_models/sabine_office/window_frame.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Sabine's Office on Isla Mordida: window frame. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/sabine_office/window_frame.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"sabine_office_meshy_source_model_wrist_check_staging_chair","R12","sabine_office","wrist-check staging chair","art/src/backgrounds/act_i/source_models/sabine_office/wrist_check_staging_chair.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Sabine's Office on Isla Mordida: wrist-check staging chair. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/sabine_office/wrist_check_staging_chair.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
